Rank,Club,Country,Level,Elo,From,To
None,Millwall,ENG,2,1358.49963379,1947-09-21,1947-09-27
None,Millwall,ENG,2,1372.09729004,1947-09-28,1947-10-04
None,Millwall,ENG,2,1375.58496094,1947-10-05,1947-10-11
None,Millwall,ENG,2,1372.34240723,1947-10-12,1947-10-18
None,Millwall,ENG,2,1370.84277344,1947-10-19,1947-10-19
None,Millwall,ENG,2,1398.84277344,1947-10-20,1947-10-25
None,Millwall,ENG,2,1400.00256348,1947-10-26,1947-11-01
None,Millwall,ENG,2,1408.01989746,1947-11-02,1947-11-08
None,Millwall,ENG,2,1386.08105469,1947-11-09,1947-11-15
None,Millwall,ENG,2,1366.67285156,1947-11-16,1947-11-22
None,Millwall,ENG,2,1368.90686035,1947-11-23,1947-11-29
None,Millwall,ENG,2,1359.03125,1947-11-30,1947-12-06
None,Millwall,ENG,2,1371.75366211,1947-12-07,1947-12-13
None,Millwall,ENG,2,1380.24560547,1947-12-14,1947-12-20
None,Millwall,ENG,2,1378.16845703,1947-12-21,1947-12-25
None,Millwall,ENG,2,1380.23840332,1947-12-26,1947-12-27
None,Millwall,ENG,2,1377.88537598,1947-12-28,1948-01-01
None,Millwall,ENG,2,1372.58728027,1948-01-02,1948-01-03
None,Millwall,ENG,2,1361.85290527,1948-01-04,1948-01-17
None,Millwall,ENG,2,1352.6517334,1948-01-18,1948-01-31
None,Millwall,ENG,2,1344.74267578,1948-02-01,1948-02-07
None,Millwall,ENG,2,1349.59631348,1948-02-08,1948-02-14
None,Millwall,ENG,2,1342.74926758,1948-02-15,1948-02-21
None,Millwall,ENG,2,1321.3605957,1948-02-22,1948-02-28
None,Millwall,ENG,2,1321.40966797,1948-02-29,1948-03-06
None,Millwall,ENG,2,1318.1217041,1948-03-07,1948-03-13
None,Millwall,ENG,2,1327.77758789,1948-03-14,1948-03-20
None,Millwall,ENG,2,1340.25769043,1948-03-21,1948-03-26
None,Millwall,ENG,2,1341.05505371,1948-03-27,1948-03-27
None,Millwall,ENG,2,1332.90881348,1948-03-28,1948-03-29
None,Millwall,ENG,2,1329.8302002,1948-03-30,1948-04-03
None,Millwall,ENG,2,1323.60498047,1948-04-04,1948-04-10
None,Millwall,ENG,2,1322.60314941,1948-04-11,1948-04-11
None,Millwall,ENG,2,1345.60314941,1948-04-12,1948-04-17
None,Millwall,ENG,2,1342.1072998,1948-04-18,1948-04-24
None,Millwall,ENG,2,1359.45422363,1948-04-25,1948-05-01
None,Millwall,ENG,2,1357.0838623,1948-05-02,1948-05-17
None,Millwall,ENG,2,1384.0838623,1948-05-18,1948-07-24
None,Millwall,ENG,2,1433.85400391,1966-07-02,1966-08-20
None,Millwall,ENG,2,1429.33422852,1966-08-21,1966-08-27
None,Millwall,ENG,2,1427.39587402,1966-08-28,1966-09-03
None,Millwall,ENG,2,1436.60388184,1966-09-04,1966-09-05
None,Millwall,ENG,2,1444.76269531,1966-09-06,1966-09-10
None,Millwall,ENG,2,1438.11022949,1966-09-11,1966-09-17
None,Millwall,ENG,2,1444.01965332,1966-09-18,1966-09-19
None,Millwall,ENG,2,1452.92724609,1966-09-20,1966-09-21
None,Millwall,ENG,2,1450.64025879,1966-09-22,1966-09-24
None,Millwall,ENG,2,1462.10656738,1966-09-25,1966-09-28
None,Millwall,ENG,2,1462.08532715,1966-09-29,1966-10-01
None,Millwall,ENG,2,1471.34118652,1966-10-02,1966-10-05
None,Millwall,ENG,2,1467.00280762,1966-10-06,1966-10-08
None,Millwall,ENG,2,1457.67407227,1966-10-09,1966-10-11
None,Millwall,ENG,2,1458.26306152,1966-10-12,1966-10-12
None,Millwall,ENG,2,1458.0369873,1966-10-13,1966-10-15
None,Millwall,ENG,2,1457.5345459,1966-10-16,1966-10-19
None,Millwall,ENG,2,1459.00024414,1966-10-20,1966-10-22
None,Millwall,ENG,2,1453.89782715,1966-10-23,1966-10-24
None,Millwall,ENG,2,1449.6217041,1966-10-25,1966-10-29
None,Millwall,ENG,2,1453.18859863,1966-10-30,1966-11-05
None,Millwall,ENG,2,1450.10437012,1966-11-06,1966-11-09
None,Millwall,ENG,2,1445.87658691,1966-11-10,1966-11-12
None,Millwall,ENG,2,1453.3536377,1966-11-13,1966-11-19
None,Millwall,ENG,2,1457.55212402,1966-11-20,1966-11-23
None,Millwall,ENG,2,1455.60375977,1966-11-24,1966-11-26
None,Millwall,ENG,2,1461.8848877,1966-11-27,1966-12-03
None,Millwall,ENG,2,1458.72717285,1966-12-04,1966-12-07
None,Millwall,ENG,2,1448.25073242,1966-12-08,1966-12-10
None,Millwall,ENG,2,1457.58056641,1966-12-11,1966-12-14
None,Millwall,ENG,2,1446.48962402,1966-12-15,1966-12-17
None,Millwall,ENG,2,1454.7845459,1966-12-18,1966-12-26
None,Millwall,ENG,2,1459.60327148,1966-12-27,1966-12-27
None,Millwall,ENG,2,1461.84326172,1966-12-28,1966-12-31
None,Millwall,ENG,2,1464.80371094,1967-01-01,1967-01-07
None,Millwall,ENG,2,1475.2980957,1967-01-08,1967-01-14
None,Millwall,ENG,2,1463.50012207,1967-01-15,1967-01-21
None,Millwall,ENG,2,1456.39550781,1967-01-22,1967-02-04
None,Millwall,ENG,2,1453.59802246,1967-02-05,1967-02-11
None,Millwall,ENG,2,1448.19616699,1967-02-12,1967-02-25
None,Millwall,ENG,2,1453.20178223,1967-02-26,1967-03-04
None,Millwall,ENG,2,1455.05651855,1967-03-05,1967-03-18
None,Millwall,ENG,2,1442.86486816,1967-03-19,1967-03-24
None,Millwall,ENG,2,1448.3293457,1967-03-25,1967-03-25
None,Millwall,ENG,2,1460.77612305,1967-03-26,1967-03-28
None,Millwall,ENG,2,1469.11853027,1967-03-29,1967-04-01
None,Millwall,ENG,2,1470.3996582,1967-04-02,1967-04-08
None,Millwall,ENG,2,1463.34509277,1967-04-09,1967-04-15
None,Millwall,ENG,2,1469.30786133,1967-04-16,1967-04-22
None,Millwall,ENG,2,1465.03234863,1967-04-23,1967-04-29
None,Millwall,ENG,2,1464.35266113,1967-04-30,1967-05-06
None,Millwall,ENG,2,1452.93151855,1967-05-07,1967-05-13
None,Millwall,ENG,2,1449.45825195,1967-05-14,1967-08-19
None,Millwall,ENG,2,1441.31945801,1967-08-20,1967-08-22
None,Millwall,ENG,2,1438.00097656,1967-08-23,1967-08-26
None,Millwall,ENG,2,1461.38842773,1967-08-27,1967-08-29
None,Millwall,ENG,2,1460.36120605,1967-08-30,1967-09-02
None,Millwall,ENG,2,1456.36071777,1967-09-03,1967-09-06
None,Millwall,ENG,2,1460.27954102,1967-09-07,1967-09-09
None,Millwall,ENG,2,1455.58569336,1967-09-10,1967-09-16
None,Millwall,ENG,2,1464.29187012,1967-09-17,1967-09-20
None,Millwall,ENG,2,1471.40405273,1967-09-21,1967-09-23
None,Millwall,ENG,2,1467.36999512,1967-09-24,1967-09-27
None,Millwall,ENG,2,1467.16931152,1967-09-28,1967-09-30
None,Millwall,ENG,2,1478.65197754,1967-10-01,1967-10-04
None,Millwall,ENG,2,1481.55627441,1967-10-05,1967-10-07
None,Millwall,ENG,2,1485.37341309,1967-10-08,1967-10-14
None,Millwall,ENG,2,1475.56591797,1967-10-15,1967-10-21
None,Millwall,ENG,2,1467.63537598,1967-10-22,1967-10-24
None,Millwall,ENG,2,1468.23193359,1967-10-25,1967-10-28
None,Millwall,ENG,2,1474.64770508,1967-10-29,1967-11-11
None,Millwall,ENG,2,1480.4543457,1967-11-12,1967-11-15
None,Millwall,ENG,2,1484.25341797,1967-11-16,1967-11-18
None,Millwall,ENG,2,1489.04724121,1967-11-19,1967-11-25
None,Millwall,ENG,2,1483.84020996,1967-11-26,1967-11-29
None,Millwall,ENG,2,1485.95776367,1967-11-30,1967-12-02
None,Millwall,ENG,2,1477.8125,1967-12-03,1967-12-05
None,Millwall,ENG,2,1480.53356934,1967-12-06,1967-12-09
None,Millwall,ENG,2,1486.23254395,1967-12-10,1967-12-13
None,Millwall,ENG,2,1477.65673828,1967-12-14,1967-12-16
None,Millwall,ENG,2,1472.17626953,1967-12-17,1967-12-26
None,Millwall,ENG,2,1468.38623047,1967-12-27,1967-12-30
None,Millwall,ENG,2,1467.41308594,1967-12-31,1968-01-06
None,Millwall,ENG,2,1461.47619629,1968-01-07,1968-01-13
None,Millwall,ENG,2,1463.45544434,1968-01-14,1968-01-20
None,Millwall,ENG,2,1473.42163086,1968-01-21,1968-02-03
None,Millwall,ENG,2,1487.48352051,1968-02-04,1968-02-10
None,Millwall,ENG,2,1485.5020752,1968-02-11,1968-02-16
None,Millwall,ENG,2,1496.05578613,1968-02-17,1968-02-24
None,Millwall,ENG,2,1492.34936523,1968-02-25,1968-02-28
None,Millwall,ENG,2,1492.76818848,1968-02-29,1968-03-02
None,Millwall,ENG,2,1486.4387207,1968-03-03,1968-03-06
None,Millwall,ENG,2,1487.82275391,1968-03-07,1968-03-13
None,Millwall,ENG,2,1488.43945312,1968-03-14,1968-03-16
None,Millwall,ENG,2,1486.13513184,1968-03-17,1968-03-19
None,Millwall,ENG,2,1488.85290527,1968-03-20,1968-03-20
None,Millwall,ENG,2,1498.58813477,1968-03-21,1968-03-23
None,Millwall,ENG,2,1490.86608887,1968-03-24,1968-03-30
None,Millwall,ENG,2,1498.53393555,1968-03-31,1968-04-06
None,Millwall,ENG,2,1501.96398926,1968-04-07,1968-04-13
None,Millwall,ENG,2,1512.73730469,1968-04-14,1968-04-15
None,Millwall,ENG,2,1518.35534668,1968-04-16,1968-04-16
None,Millwall,ENG,2,1521.10522461,1968-04-17,1968-04-20
None,Millwall,ENG,2,1510.26245117,1968-04-21,1968-04-24
None,Millwall,ENG,2,1516.74169922,1968-04-25,1968-04-27
None,Millwall,ENG,2,1521.42480469,1968-04-28,1968-05-01
None,Millwall,ENG,2,1513.73474121,1968-05-02,1968-05-04
None,Millwall,ENG,2,1522.45202637,1968-05-05,1968-05-15
None,Millwall,ENG,2,1529.37329102,1968-05-16,1968-05-29
None,Millwall,ENG,2,1537.16760254,1968-05-30,1968-08-10
None,Millwall,ENG,2,1546.28735352,1968-08-11,1968-08-17
None,Millwall,ENG,2,1549.29199219,1968-08-18,1968-08-19
None,Millwall,ENG,2,1551.00366211,1968-08-20,1968-08-24
None,Millwall,ENG,2,1547.87854004,1968-08-25,1968-08-26
None,Millwall,ENG,2,1554.51696777,1968-08-27,1968-08-31
None,Millwall,ENG,2,1562.40869141,1968-09-01,1968-09-07
None,Millwall,ENG,2,1576.96789551,1968-09-08,1968-09-14
None,Millwall,ENG,2,1567.60632324,1968-09-15,1968-09-16
None,Millwall,ENG,2,1562.90710449,1968-09-17,1968-09-18
None,Millwall,ENG,2,1554.58618164,1968-09-19,1968-09-21
None,Millwall,ENG,2,1547.61975098,1968-09-22,1968-09-28
None,Millwall,ENG,2,1535.40197754,1968-09-29,1968-10-02
None,Millwall,ENG,2,1528.0645752,1968-10-03,1968-10-05
None,Millwall,ENG,2,1527.7668457,1968-10-06,1968-10-09
None,Millwall,ENG,2,1546.77307129,1968-10-10,1968-10-12
None,Millwall,ENG,2,1552.56188965,1968-10-13,1968-10-19
None,Millwall,ENG,2,1561.75842285,1968-10-20,1968-10-26
None,Millwall,ENG,2,1556.54956055,1968-10-27,1968-11-02
None,Millwall,ENG,2,1571.30285645,1968-11-03,1968-11-09
None,Millwall,ENG,2,1578.36328125,1968-11-10,1968-11-13
None,Millwall,ENG,2,1583.14416504,1968-11-14,1968-11-16
None,Millwall,ENG,2,1595.65881348,1968-11-17,1968-11-23
None,Millwall,ENG,2,1578.90893555,1968-11-24,1968-11-27
None,Millwall,ENG,2,1579.52832031,1968-11-28,1968-11-30
None,Millwall,ENG,2,1566.5559082,1968-12-01,1968-12-07
None,Millwall,ENG,2,1562.58325195,1968-12-08,1968-12-14
None,Millwall,ENG,2,1553.97351074,1968-12-15,1968-12-21
None,Millwall,ENG,2,1537.77905273,1968-12-22,1968-12-26
None,Millwall,ENG,2,1540.63659668,1968-12-27,1969-01-11
None,Millwall,ENG,2,1547.17834473,1969-01-12,1969-01-15
None,Millwall,ENG,2,1550.3112793,1969-01-16,1969-01-18
None,Millwall,ENG,2,1553.07775879,1969-01-19,1969-02-01
None,Millwall,ENG,2,1562.24768066,1969-02-02,1969-02-15
None,Millwall,ENG,2,1557.88671875,1969-02-16,1969-02-19
None,Millwall,ENG,2,1547.05786133,1969-02-20,1969-02-22
None,Millwall,ENG,2,1540.89819336,1969-02-23,1969-02-26
None,Millwall,ENG,2,1544.37609863,1969-02-27,1969-03-01
None,Millwall,ENG,2,1548.86975098,1969-03-02,1969-03-03
None,Millwall,ENG,2,1556.49719238,1969-03-04,1969-03-05
None,Millwall,ENG,2,1557.76171875,1969-03-06,1969-03-08
None,Millwall,ENG,2,1548.34020996,1969-03-09,1969-03-14
None,Millwall,ENG,2,1554.24230957,1969-03-15,1969-03-19
None,Millwall,ENG,2,1546.91662598,1969-03-20,1969-03-22
None,Millwall,ENG,2,1535.26867676,1969-03-23,1969-03-28
None,Millwall,ENG,2,1531.04321289,1969-03-29,1969-04-04
None,Millwall,ENG,2,1519.2479248,1969-04-05,1969-04-05
None,Millwall,ENG,2,1510.52514648,1969-04-06,1969-04-08
None,Millwall,ENG,2,1512.85644531,1969-04-09,1969-04-12
None,Millwall,ENG,2,1504.11499023,1969-04-13,1969-04-19
None,Millwall,ENG,2,1499.59350586,1969-04-20,1969-04-23
None,Millwall,ENG,2,1496.26757812,1969-04-24,1969-05-15
None,Millwall,ENG,2,1495.75195312,1969-05-16,1969-08-09
None,Millwall,ENG,2,1485.31604004,1969-08-10,1969-08-12
None,Millwall,ENG,2,1478.96435547,1969-08-13,1969-08-16
None,Millwall,ENG,2,1476.74816895,1969-08-17,1969-08-18
None,Millwall,ENG,2,1474.86828613,1969-08-19,1969-08-23
None,Millwall,ENG,2,1470.52807617,1969-08-24,1969-08-30
None,Millwall,ENG,2,1464.2677002,1969-08-31,1969-09-06
None,Millwall,ENG,2,1466.8918457,1969-09-07,1969-09-13
None,Millwall,ENG,2,1475.31982422,1969-09-14,1969-09-17
None,Millwall,ENG,2,1479.3137207,1969-09-18,1969-09-20
None,Millwall,ENG,2,1468.59472656,1969-09-21,1969-09-27
None,Millwall,ENG,2,1465.71337891,1969-09-28,1969-09-30
None,Millwall,ENG,2,1460.02160645,1969-10-01,1969-10-01
None,Millwall,ENG,2,1463.78063965,1969-10-02,1969-10-04
None,Millwall,ENG,2,1466.06921387,1969-10-05,1969-10-07
None,Millwall,ENG,2,1469.77490234,1969-10-08,1969-10-11
None,Millwall,ENG,2,1456.18640137,1969-10-12,1969-10-18
None,Millwall,ENG,2,1459.63500977,1969-10-19,1969-10-25
None,Millwall,ENG,2,1467.65893555,1969-10-26,1969-11-01
None,Millwall,ENG,2,1472.88928223,1969-11-02,1969-11-08
None,Millwall,ENG,2,1476.91711426,1969-11-09,1969-11-12
None,Millwall,ENG,2,1473.96386719,1969-11-13,1969-11-15
None,Millwall,ENG,2,1479.06848145,1969-11-16,1969-11-22
None,Millwall,ENG,2,1473.36279297,1969-11-23,1969-11-26
None,Millwall,ENG,2,1469.57653809,1969-11-27,1969-12-08
None,Millwall,ENG,2,1476.53283691,1969-12-09,1969-12-13
None,Millwall,ENG,2,1466.09838867,1969-12-14,1969-12-15
None,Millwall,ENG,2,1456.61401367,1969-12-16,1969-12-26
None,Millwall,ENG,2,1465.85327148,1969-12-27,1969-12-27
None,Millwall,ENG,2,1471.6439209,1969-12-28,1970-01-17
None,Millwall,ENG,2,1475.1262207,1970-01-18,1970-01-20
None,Millwall,ENG,2,1483.12072754,1970-01-21,1970-01-24
None,Millwall,ENG,2,1477.90087891,1970-01-25,1970-01-31
None,Millwall,ENG,2,1473.67468262,1970-02-01,1970-02-07
None,Millwall,ENG,2,1478.68933105,1970-02-08,1970-02-14
None,Millwall,ENG,2,1485.42419434,1970-02-15,1970-02-24
None,Millwall,ENG,2,1486.85656738,1970-02-25,1970-02-28
None,Millwall,ENG,2,1494.85375977,1970-03-01,1970-03-04
None,Millwall,ENG,2,1498.42700195,1970-03-05,1970-03-11
None,Millwall,ENG,2,1508.54187012,1970-03-12,1970-03-14
None,Millwall,ENG,2,1517.98840332,1970-03-15,1970-03-16
None,Millwall,ENG,2,1522.30419922,1970-03-17,1970-03-17
None,Millwall,ENG,2,1523.34960938,1970-03-18,1970-03-18
None,Millwall,ENG,2,1523.76794434,1970-03-19,1970-03-21
None,Millwall,ENG,2,1528.58642578,1970-03-22,1970-03-28
None,Millwall,ENG,2,1521.96411133,1970-03-29,1970-03-30
None,Millwall,ENG,2,1525.359375,1970-03-31,1970-03-31
None,Millwall,ENG,2,1518.60107422,1970-04-01,1970-04-01
None,Millwall,ENG,2,1509.49487305,1970-04-02,1970-04-04
None,Millwall,ENG,2,1517.78601074,1970-04-05,1970-04-15
None,Millwall,ENG,2,1531.57714844,1970-04-16,1970-04-29
None,Millwall,ENG,2,1535.55700684,1970-04-30,1970-08-15
None,Millwall,ENG,2,1523.06994629,1970-08-16,1970-08-22
None,Millwall,ENG,2,1526.55871582,1970-08-23,1970-08-29
None,Millwall,ENG,2,1522.59240723,1970-08-30,1970-09-02
None,Millwall,ENG,2,1517.02319336,1970-09-03,1970-09-05
None,Millwall,ENG,2,1527.27758789,1970-09-06,1970-09-14
None,Millwall,ENG,2,1517.72485352,1970-09-15,1970-09-16
None,Millwall,ENG,2,1517.46765137,1970-09-17,1970-09-19
None,Millwall,ENG,2,1510.44213867,1970-09-20,1970-09-23
None,Millwall,ENG,2,1510.45324707,1970-09-24,1970-09-26
None,Millwall,ENG,2,1509.53137207,1970-09-27,1970-09-29
None,Millwall,ENG,2,1499.7166748,1970-09-30,1970-09-30
None,Millwall,ENG,2,1500.28442383,1970-10-01,1970-10-02
None,Millwall,ENG,2,1490.64440918,1970-10-03,1970-10-10
None,Millwall,ENG,2,1497.60839844,1970-10-11,1970-10-17
None,Millwall,ENG,2,1509.20727539,1970-10-18,1970-10-19
None,Millwall,ENG,2,1516.29492188,1970-10-20,1970-10-21
None,Millwall,ENG,2,1534.21813965,1970-10-22,1970-10-24
None,Millwall,ENG,2,1534.3527832,1970-10-25,1970-10-31
None,Millwall,ENG,2,1543.23291016,1970-11-01,1970-11-04
None,Millwall,ENG,2,1542.04248047,1970-11-05,1970-11-07
None,Millwall,ENG,2,1536.76000977,1970-11-08,1970-11-14
None,Millwall,ENG,2,1542.25610352,1970-11-15,1970-11-21
None,Millwall,ENG,2,1547.53918457,1970-11-22,1970-11-28
None,Millwall,ENG,2,1542.34643555,1970-11-29,1970-12-05
None,Millwall,ENG,2,1545.75805664,1970-12-06,1970-12-12
None,Millwall,ENG,2,1542.31176758,1970-12-13,1970-12-19
None,Millwall,ENG,2,1549.13439941,1970-12-20,1971-01-09
None,Millwall,ENG,2,1546.5579834,1971-01-10,1971-01-16
None,Millwall,ENG,2,1561.48693848,1971-01-17,1971-01-23
None,Millwall,ENG,2,1558.38525391,1971-01-24,1971-01-30
None,Millwall,ENG,2,1564.63793945,1971-01-31,1971-02-06
None,Millwall,ENG,2,1554.70007324,1971-02-07,1971-02-20
None,Millwall,ENG,2,1546.10314941,1971-02-21,1971-02-27
None,Millwall,ENG,2,1537.36816406,1971-02-28,1971-03-01
None,Millwall,ENG,2,1536.64086914,1971-03-02,1971-03-06
None,Millwall,ENG,2,1523.83898926,1971-03-07,1971-03-09
None,Millwall,ENG,2,1519.80004883,1971-03-10,1971-03-10
None,Millwall,ENG,2,1510.9432373,1971-03-11,1971-03-13
None,Millwall,ENG,2,1510.46923828,1971-03-14,1971-03-20
None,Millwall,ENG,2,1515.98217773,1971-03-21,1971-03-24
None,Millwall,ENG,2,1518.36181641,1971-03-25,1971-03-27
None,Millwall,ENG,2,1523.21032715,1971-03-28,1971-03-30
None,Millwall,ENG,2,1526.36425781,1971-03-31,1971-03-31
None,Millwall,ENG,2,1533.01049805,1971-04-01,1971-04-03
None,Millwall,ENG,2,1545.27124023,1971-04-04,1971-04-05
None,Millwall,ENG,2,1551.20654297,1971-04-06,1971-04-10
None,Millwall,ENG,2,1561.65893555,1971-04-11,1971-04-13
None,Millwall,ENG,2,1555.3581543,1971-04-14,1971-04-17
None,Millwall,ENG,2,1565.48876953,1971-04-18,1971-04-24
None,Millwall,ENG,2,1577.27124023,1971-04-25,1971-05-01
None,Millwall,ENG,2,1586.97900391,1971-05-02,1971-05-19
None,Millwall,ENG,2,1586.51416016,1971-05-20,1971-05-21
None,Millwall,ENG,2,1590.67871094,1971-05-22,1971-08-14
None,Millwall,ENG,2,1589.36560059,1971-08-15,1971-08-21
None,Millwall,ENG,2,1595.2166748,1971-08-22,1971-08-28
None,Millwall,ENG,2,1596.74597168,1971-08-29,1971-08-30
None,Millwall,ENG,2,1599.41235352,1971-08-31,1971-09-04
None,Millwall,ENG,2,1594.88537598,1971-09-05,1971-09-11
None,Millwall,ENG,2,1602.60021973,1971-09-12,1971-09-14
None,Millwall,ENG,2,1602.63146973,1971-09-15,1971-09-15
None,Millwall,ENG,2,1605.60168457,1971-09-16,1971-09-18
None,Millwall,ENG,2,1600.77880859,1971-09-19,1971-09-25
None,Millwall,ENG,2,1600.28527832,1971-09-26,1971-09-27
None,Millwall,ENG,2,1594.14685059,1971-09-28,1971-09-28
None,Millwall,ENG,2,1594.16271973,1971-09-29,1971-09-29
None,Millwall,ENG,2,1564.81274414,1971-09-30,1971-10-02
None,Millwall,ENG,2,1570.08288574,1971-10-03,1971-10-09
None,Millwall,ENG,2,1579.53540039,1971-10-10,1971-10-16
None,Millwall,ENG,2,1584.91162109,1971-10-17,1971-10-19
None,Millwall,ENG,2,1578.83532715,1971-10-20,1971-10-20
None,Millwall,ENG,2,1584.79333496,1971-10-21,1971-10-23
None,Millwall,ENG,2,1589.84851074,1971-10-24,1971-10-30
None,Millwall,ENG,2,1588.06347656,1971-10-31,1971-11-02
None,Millwall,ENG,2,1588.74987793,1971-11-03,1971-11-03
None,Millwall,ENG,2,1579.33496094,1971-11-04,1971-11-06
None,Millwall,ENG,2,1581.1262207,1971-11-07,1971-11-13
None,Millwall,ENG,2,1593.01855469,1971-11-14,1971-11-20
None,Millwall,ENG,2,1599.75500488,1971-11-21,1971-11-21
100,Millwall,ENG,2,1599.75500488,1971-11-22,1971-11-23
99,Millwall,ENG,2,1604.34899902,1971-11-24,1971-11-24
97,Millwall,ENG,2,1604.34899902,1971-11-25,1971-11-26
96,Millwall,ENG,2,1604.34899902,1971-11-27,1971-11-27
97,Millwall,ENG,2,1603.76391602,1971-11-28,1971-11-28
96,Millwall,ENG,2,1603.76391602,1971-11-29,1971-12-01
95,Millwall,ENG,2,1603.76391602,1971-12-02,1971-12-04
98,Millwall,ENG,2,1600.12329102,1971-12-05,1971-12-08
94,Millwall,ENG,2,1604.48474121,1971-12-09,1971-12-11
None,Millwall,ENG,2,1587.83569336,1971-12-12,1971-12-15
None,Millwall,ENG,2,1589.11669922,1971-12-16,1971-12-18
None,Millwall,ENG,2,1590.5559082,1971-12-19,1971-12-27
100,Millwall,ENG,2,1594.23425293,1971-12-28,1972-01-01
None,Millwall,ENG,2,1586.83398438,1972-01-02,1972-01-08
None,Millwall,ENG,2,1583.47351074,1972-01-09,1972-01-22
None,Millwall,ENG,2,1583.86804199,1972-01-23,1972-01-29
None,Millwall,ENG,2,1588.30200195,1972-01-30,1972-02-12
None,Millwall,ENG,2,1591.32287598,1972-02-13,1972-02-19
None,Millwall,ENG,2,1594.01159668,1972-02-20,1972-02-26
99,Millwall,ENG,2,1598.24169922,1972-02-27,1972-02-27
98,Millwall,ENG,2,1598.24169922,1972-02-28,1972-03-04
None,Millwall,ENG,2,1593.04858398,1972-03-05,1972-03-07
100,Millwall,ENG,2,1596.38269043,1972-03-08,1972-03-08
94,Millwall,ENG,2,1600.65356445,1972-03-09,1972-03-11
None,Millwall,ENG,2,1594.95446777,1972-03-12,1972-03-18
None,Millwall,ENG,2,1597.38562012,1972-03-19,1972-03-19
98,Millwall,ENG,2,1597.38562012,1972-03-20,1972-03-21
