Rank,Club,Country,Level,Elo,From,To
None,Plymouth,ENG,2,1444.13037109,2024-01-02,2024-01-13
None,Plymouth,ENG,2,1445.76794434,2024-01-14,2024-01-20
None,Plymouth,ENG,2,1455.68713379,2024-01-21,2024-02-03
None,Plymouth,ENG,2,1466.1887207,2024-02-04,2024-02-10
None,Plymouth,ENG,2,1458.77246094,2024-02-11,2024-02-13
None,Plymouth,ENG,2,1458.94714355,2024-02-14,2024-02-14
None,Plymouth,ENG,2,1460.76550293,2024-02-15,2024-02-17
None,Plymouth,ENG,2,1454.83544922,2024-02-18,2024-02-20
None,Plymouth,ENG,2,1443.10571289,2024-02-21,2024-02-21
None,Plymouth,ENG,2,1441.8145752,2024-02-22,2024-02-24
None,Plymouth,ENG,2,1457.53210449,2024-02-25,2024-03-02
None,Plymouth,ENG,2,1448.78967285,2024-03-03,2024-03-05
None,Plymouth,ENG,2,1441.13549805,2024-03-06,2024-03-06
None,Plymouth,ENG,2,1441.29968262,2024-03-07,2024-03-07
None,Plymouth,ENG,2,1436.51855469,2024-03-08,2024-03-09
None,Plymouth,ENG,2,1437.84606934,2024-03-10,2024-03-12
None,Plymouth,ENG,2,1436.83630371,2024-03-13,2024-03-14
None,Plymouth,ENG,2,1444.28161621,2024-03-15,2024-03-16
None,Plymouth,ENG,2,1436.37841797,2024-03-17,2024-03-29
None,Plymouth,ENG,2,1432.2635498,2024-03-30,2024-04-01
None,Plymouth,ENG,2,1424.29724121,2024-04-02,2024-04-05
None,Plymouth,ENG,2,1431.56030273,2024-04-06,2024-04-09
None,Plymouth,ENG,2,1429.73510742,2024-04-10,2024-04-11
None,Plymouth,ENG,2,1422.07922363,2024-04-12,2024-04-12
None,Plymouth,ENG,2,1434.95568848,2024-04-13,2024-04-17
None,Plymouth,ENG,2,1430.67028809,2024-04-18,2024-04-18
None,Plymouth,ENG,2,1428.49377441,2024-04-19,2024-04-20
None,Plymouth,ENG,2,1416.83654785,2024-04-21,2024-04-27
None,Plymouth,ENG,2,1411.11169434,2024-04-28,2024-05-02
None,Plymouth,ENG,2,1405.85974121,2024-05-03,2024-05-04
None,Plymouth,ENG,2,1415.12536621,2024-05-05,2024-05-09
None,Plymouth,ENG,2,1410.80383301,2024-05-10,2024-08-11
None,Plymouth,ENG,2,1399.24157715,2024-08-12,2024-08-17
None,Plymouth,ENG,2,1400.43811035,2024-08-18,2024-08-22
None,Plymouth,ENG,2,1400.70227051,2024-08-23,2024-08-24
None,Plymouth,ENG,2,1403.44909668,2024-08-25,2024-08-29
None,Plymouth,ENG,2,1403.50537109,2024-08-30,2024-08-31
None,Plymouth,ENG,2,1395.09387207,2024-09-01,2024-09-14
None,Plymouth,ENG,2,1404.27612305,2024-09-15,2024-09-17
None,Plymouth,ENG,2,1410.44104004,2024-09-18,2024-09-18
None,Plymouth,ENG,2,1408.81750488,2024-09-19,2024-09-19
None,Plymouth,ENG,2,1408.74621582,2024-09-20,2024-09-21
None,Plymouth,ENG,2,1405.26721191,2024-09-22,2024-09-25
None,Plymouth,ENG,2,1403.23657227,2024-09-26,2024-09-26
None,Plymouth,ENG,2,1404.33398438,2024-09-27,2024-09-27
None,Plymouth,ENG,2,1418.82531738,2024-09-28,2024-10-01
None,Plymouth,ENG,2,1418.61828613,2024-10-02,2024-10-02
None,Plymouth,ENG,2,1422.70617676,2024-10-03,2024-10-03
None,Plymouth,ENG,2,1425.49658203,2024-10-04,2024-10-05
None,Plymouth,ENG,2,1433.65930176,2024-10-06,2024-10-19
None,Plymouth,ENG,2,1416.8104248,2024-10-20,2024-10-22
None,Plymouth,ENG,2,1419.03442383,2024-10-23,2024-10-23
None,Plymouth,ENG,2,1416.84375,2024-10-24,2024-10-24
None,Plymouth,ENG,2,1419.00646973,2024-10-25,2024-10-26
None,Plymouth,ENG,2,1418.59985352,2024-10-27,2024-11-02
None,Plymouth,ENG,2,1414.71777344,2024-11-03,2024-11-05
None,Plymouth,ENG,2,1417.38513184,2024-11-06,2024-11-06
None,Plymouth,ENG,2,1412.78417969,2024-11-07,2024-11-07
None,Plymouth,ENG,2,1411.26013184,2024-11-08,2024-11-09
None,Plymouth,ENG,2,1413.44262695,2024-11-10,2024-11-22
None,Plymouth,ENG,2,1413.93347168,2024-11-23,2024-11-26
None,Plymouth,ENG,2,1407.26391602,2024-11-27,2024-11-27
None,Plymouth,ENG,2,1409.37817383,2024-11-28,2024-11-28
None,Plymouth,ENG,2,1410.53503418,2024-11-29,2024-11-30
None,Plymouth,ENG,2,1401.3494873,2024-12-01,2024-12-10
None,Plymouth,ENG,2,1398.03210449,2024-12-11,2024-12-11
None,Plymouth,ENG,2,1395.11865234,2024-12-12,2024-12-12
None,Plymouth,ENG,2,1396.39453125,2024-12-13,2024-12-14
None,Plymouth,ENG,2,1393.01599121,2024-12-15,2024-12-19
None,Plymouth,ENG,2,1393.12646484,2024-12-20,2024-12-21
None,Plymouth,ENG,2,1396.09143066,2024-12-22,2024-12-26
None,Plymouth,ENG,2,1387.33691406,2024-12-27,2024-12-29
None,Plymouth,ENG,2,1378.29077148,2024-12-30,2024-12-31
None,Plymouth,ENG,2,1378.29077148,2025-01-01,2025-01-01
None,Plymouth,ENG,2,1380.03320312,2025-01-02,2025-01-04
None,Plymouth,ENG,2,1383.75878906,2025-01-05,2025-01-14
None,Plymouth,ENG,2,1382.89880371,2025-01-15,2025-01-18
None,Plymouth,ENG,2,1375.83251953,2025-01-19,2025-01-21
None,Plymouth,ENG,2,1374.30310059,2025-01-22,2025-01-22
None,Plymouth,ENG,2,1364.63769531,2025-01-23,2025-01-23
None,Plymouth,ENG,2,1367.33251953,2025-01-24,2025-01-25
None,Plymouth,ENG,2,1373.29541016,2025-01-26,2025-01-29
None,Plymouth,ENG,2,1373.42431641,2025-01-30,2025-01-30
None,Plymouth,ENG,2,1375.95373535,2025-01-31,2025-02-01
None,Plymouth,ENG,2,1387.26452637,2025-02-02,2025-02-11
None,Plymouth,ENG,2,1384.97399902,2025-02-12,2025-02-12
None,Plymouth,ENG,2,1404.09924316,2025-02-13,2025-02-15
None,Plymouth,ENG,2,1397.80151367,2025-02-16,2025-02-19
None,Plymouth,ENG,2,1397.88537598,2025-02-20,2025-02-22
None,Plymouth,ENG,2,1396.98852539,2025-02-23,2025-03-04
None,Plymouth,ENG,2,1394.578125,2025-03-05,2025-03-05
None,Plymouth,ENG,2,1396.40820312,2025-03-06,2025-03-06
None,Plymouth,ENG,2,1396.56103516,2025-03-07,2025-03-08
None,Plymouth,ENG,2,1384.08703613,2025-03-09,2025-03-11
None,Plymouth,ENG,2,1381.24328613,2025-03-12,2025-03-12
None,Plymouth,ENG,2,1394.84069824,2025-03-13,2025-03-13
None,Plymouth,ENG,2,1401.08056641,2025-03-14,2025-03-15
None,Plymouth,ENG,2,1391.89868164,2025-03-16,2025-03-29
None,Plymouth,ENG,2,1395.74609375,2025-03-30,2025-04-05
None,Plymouth,ENG,2,1405.31750488,2025-04-06,2025-04-08
None,Plymouth,ENG,2,1408.22839355,2025-04-09,2025-04-09
None,Plymouth,ENG,2,1397.99694824,2025-04-10,2025-04-10
None,Plymouth,ENG,2,1397.99536133,2025-04-11,2025-04-12
None,Plymouth,ENG,2,1409.84289551,2025-04-13,2025-04-15
None,Plymouth,ENG,2,1409.60974121,2025-04-16,2025-04-16
None,Plymouth,ENG,2,1411.40649414,2025-04-17,2025-04-17
None,Plymouth,ENG,2,1416.66088867,2025-04-18,2025-04-18
None,Plymouth,ENG,2,1412.86657715,2025-04-19,2025-04-21
None,Plymouth,ENG,2,1427.44836426,2025-04-22,2025-04-26
None,Plymouth,ENG,2,1438.13293457,2025-04-27,2025-04-29
None,Plymouth,ENG,2,1435.28186035,2025-04-30,2025-05-01
None,Plymouth,ENG,2,1441.54772949,2025-05-02,2025-05-03
None,Plymouth,ENG,2,1438.39550781,2025-05-04,2025-05-07
None,Plymouth,ENG,2,1435.8737793,2025-05-08,2025-05-08
None,Plymouth,ENG,2,1440.54333496,2025-05-09,2025-05-28
None,Plymouth,ENG,2,1442.91113281,2025-05-29,2025-07-05


