Row Number,Fold,Season,Outcome
672,2,2020,-1
673,2,2020,1
674,2,2020,-1
675,2,2020,1
676,2,2020,1
677,2,2020,0
678,2,2020,1
679,2,2020,0
680,2,2020,-1
681,2,2020,-1
682,2,2020,-1
683,2,2020,1
684,2,2020,-1
685,2,2020,-1
686,2,2020,-1
687,2,2020,-1
688,2,2020,1
689,2,2020,0
690,2,2020,1
691,2,2020,0
692,2,2020,1
693,2,2020,1
694,2,2020,0
695,2,2020,1
696,2,2020,0
697,2,2020,0
698,2,2020,-1
699,2,2020,1
700,2,2020,1
701,2,2020,-1
702,2,2020,0
703,2,2020,1
704,2,2020,-1
705,2,2020,0
706,2,2020,0
707,2,2020,-1
708,2,2020,1
709,2,2020,0
710,2,2020,1
711,2,2020,1
712,2,2020,-1
713,2,2020,-1
714,2,2020,-1
715,2,2020,1
716,2,2020,-1
717,2,2020,0
718,2,2020,-1
719,2,2020,1
720,2,2020,1
721,2,2020,-1
722,2,2020,-1
723,2,2020,1
724,2,2020,-1
725,2,2020,-1
726,2,2020,1
727,2,2020,-1
728,2,2020,-1
729,2,2020,1
730,2,2020,-1
731,2,2020,0
732,2,2020,-1
733,2,2020,-1
734,2,2020,0
735,2,2020,-1
736,2,2020,1
737,2,2020,1
738,2,2020,-1
739,2,2020,1
740,2,2020,-1
741,2,2020,1
742,2,2020,1
743,2,2020,0
744,2,2020,-1
745,2,2020,-1
746,2,2020,-1
747,2,2020,1
748,2,2020,1
749,2,2020,-1
750,2,2020,-1
751,2,2020,1
752,2,2020,1
753,2,2020,-1
754,2,2020,1
755,2,2020,-1
756,2,2020,1
757,2,2020,1
758,2,2020,1
759,2,2020,1
760,2,2020,-1
761,3,2021,1
762,3,2021,-1
763,3,2021,1
764,3,2021,1
765,3,2021,1
766,3,2021,1
767,3,2021,-1
768,3,2021,1
769,3,2021,-1
770,3,2021,1
771,3,2021,1
772,3,2021,1
773,3,2021,0
774,3,2021,0
775,3,2021,1
776,3,2021,1
777,3,2021,-1
778,3,2021,0
779,3,2021,-1
780,3,2021,1
781,3,2021,0
782,3,2021,-1
783,3,2021,0
784,3,2021,1
785,3,2021,0
786,3,2021,-1
787,3,2021,0
788,3,2021,0
789,3,2021,1
790,3,2021,-1
791,3,2021,1
792,3,2021,-1
793,3,2021,1
794,3,2021,1
795,3,2021,-1
796,3,2021,1
797,3,2021,0
798,3,2021,-1
799,3,2021,-1
800,3,2021,1
801,3,2021,0
802,3,2021,1
803,3,2021,-1
804,3,2021,1
805,3,2021,0
806,3,2021,-1
807,3,2021,-1
808,3,2021,1
809,3,2021,-1
810,3,2021,-1
811,3,2021,0
812,3,2021,-1
813,3,2021,1
814,3,2021,-1
815,3,2021,0
816,3,2021,-1
817,3,2021,0
818,3,2021,1
819,3,2021,-1
820,3,2021,0
821,3,2021,0
822,3,2021,0
823,3,2021,1
824,3,2021,1
825,3,2021,0
826,3,2021,1
827,3,2021,0
828,3,2021,0
829,3,2021,1
830,3,2021,-1
831,3,2021,-1
832,3,2021,-1
833,3,2021,1
834,3,2021,1
835,3,2021,0
836,3,2021,1
837,3,2021,-1
838,3,2021,-1
839,3,2021,-1
840,3,2021,0
841,3,2021,1
842,3,2021,-1
843,3,2021,1
844,3,2021,0
845,3,2021,-1
846,3,2021,0
847,3,2021,0
848,3,2021,-1
849,3,2021,-1
850,3,2021,1
851,3,2021,1
852,3,2021,-1
853,3,2021,0
854,3,2021,-1
855,3,2021,-1
856,3,2021,-1
857,3,2021,-1
858,3,2021,-1
859,3,2021,-1
860,3,2021,1
861,3,2021,1
862,3,2021,-1
863,3,2021,0
864,3,2021,0
865,3,2021,1
866,3,2021,-1
867,3,2021,1
868,3,2021,0
869,3,2021,0
870,3,2021,1
871,3,2021,1
872,3,2021,0
873,3,2021,-1
874,3,2021,1
875,3,2021,0
876,3,2021,1
877,3,2021,1
878,3,2021,1
879,3,2021,1
880,3,2021,1
881,3,2021,1
882,3,2021,0
883,3,2021,-1
884,3,2021,1
885,3,2021,0
886,3,2021,1
887,3,2021,0
888,3,2021,1
889,3,2021,1
890,3,2021,1
891,3,2021,0
892,3,2021,-1
893,3,2021,-1
894,3,2021,0
895,3,2021,-1
896,3,2021,0
897,3,2021,0
898,3,2021,1
899,3,2021,1
900,3,2021,1
901,3,2021,0
902,3,2021,-1
903,3,2021,1
904,3,2021,-1
905,3,2021,1
906,3,2021,0
907,3,2021,1
908,3,2021,1
909,3,2021,1
910,3,2021,1
911,3,2021,1
912,3,2021,1
913,3,2021,1
914,3,2021,1
915,3,2021,-1
916,3,2021,0
917,3,2021,1
918,3,2021,1
919,3,2021,1
920,3,2021,-1
921,3,2021,1
922,3,2021,-1
923,3,2021,0
924,3,2021,0
925,3,2021,1
926,3,2021,-1
927,3,2021,-1
928,3,2021,0
929,3,2021,0
930,3,2021,-1
931,3,2021,1
932,3,2021,1
933,3,2021,-1
934,3,2021,1
935,3,2021,-1
936,3,2021,0
937,3,2021,1
938,3,2021,1
939,3,2021,0
940,3,2021,-1
941,3,2021,-1
942,3,2021,0
943,3,2021,1
944,3,2021,-1
945,3,2021,-1
946,3,2021,-1
947,3,2021,1
948,3,2021,0
949,3,2021,-1
950,3,2021,1
951,3,2021,-1
952,3,2021,1
953,3,2021,1
954,3,2021,0
955,3,2021,0
956,3,2021,1
957,3,2021,0
958,3,2021,1
959,3,2021,1
960,3,2021,1
961,3,2021,-1
962,3,2021,0
963,3,2021,-1
964,3,2021,-1
965,3,2021,-1
966,3,2021,-1
967,3,2021,-1
968,3,2021,-1
969,3,2021,1
970,3,2021,0
971,3,2021,0
972,3,2021,1
973,3,2021,-1
974,3,2021,0
975,3,2021,0
976,3,2021,0
977,3,2021,1
978,3,2021,1
979,3,2021,0
980,3,2021,1
981,3,2021,0
982,3,2021,-1
983,3,2021,1
984,3,2021,-1
985,3,2021,0
986,3,2021,1
987,3,2021,0
988,3,2021,-1
989,3,2021,-1
990,3,2021,-1
991,3,2021,0
992,3,2021,1
993,3,2021,-1
994,3,2021,1
995,3,2021,1
996,3,2021,-1
997,3,2021,-1
998,3,2021,-1
999,3,2021,1
1000,3,2021,-1
1001,3,2021,1
1002,3,2021,0
1003,3,2021,-1
1004,3,2021,1
1005,3,2021,1
1006,3,2021,1
1007,3,2021,-1
1008,3,2021,1
1009,3,2021,1
1010,3,2021,-1
1011,3,2021,-1
1012,3,2021,0
1013,3,2021,-1
1014,3,2021,-1
1015,3,2021,0
1016,3,2021,1
1017,3,2021,-1
1018,3,2021,1
1019,3,2021,-1
1020,3,2021,1
1021,3,2021,1
1022,3,2021,1
1023,3,2021,-1
1024,3,2021,-1
1025,3,2021,1
1026,3,2021,-1
1027,3,2021,1
1028,3,2021,-1
1029,3,2021,-1
1030,3,2021,-1
1031,3,2021,1
1032,3,2021,1
1033,3,2021,-1
1034,3,2021,1
1035,3,2021,1
1036,3,2021,1
1037,3,2021,-1
1038,3,2021,1
1039,3,2021,-1
1040,3,2021,1
1041,3,2021,0
1042,3,2021,-1
1043,3,2021,-1
1044,3,2021,1
1045,3,2021,-1
1046,3,2021,-1
1047,3,2021,1
1048,3,2021,1
1049,3,2021,0
1050,3,2021,-1
1051,3,2021,-1
1052,3,2021,0
1053,3,2021,1
1054,3,2021,0
1055,3,2021,1
1056,3,2021,1
1057,3,2021,1
1058,3,2021,1
1059,3,2021,1
1060,3,2021,1
1061,3,2021,-1
1062,3,2021,-1
1063,3,2021,1
1064,3,2021,-1
1065,3,2021,-1
1066,3,2021,1
1067,3,2021,1
1068,3,2021,0
1069,3,2021,1
1070,3,2021,1
1071,3,2021,1
1072,3,2021,-1
1073,3,2021,-1
1074,3,2021,1
1075,3,2021,0
1076,3,2021,1
1077,3,2021,-1
1078,3,2021,0
1079,3,2021,1
1080,3,2021,1
1081,3,2021,1
1082,3,2021,1
1083,3,2021,0
1084,3,2021,0
1085,3,2021,1
1086,3,2021,-1
1087,3,2021,0
1088,3,2021,1
1089,3,2021,1
1090,3,2021,1
1091,3,2021,0
1092,3,2021,0
1093,3,2021,1
1094,3,2021,-1
1095,3,2021,-1
1096,3,2021,-1
1097,3,2021,-1
1098,3,2021,-1
1099,3,2021,1
1100,3,2021,1
1101,3,2021,-1
1102,3,2021,1
1103,3,2021,1
1104,3,2021,1
1105,3,2021,-1
1106,3,2021,0
1107,3,2021,1
1108,3,2021,0
1109,3,2021,1
1110,3,2021,-1
1111,3,2021,1
1112,3,2021,-1
1113,3,2021,-1
1114,3,2021,-1
1115,3,2021,1
1116,3,2021,0
1117,3,2021,-1
1118,3,2021,1
1119,3,2021,0
1120,3,2021,-1
1121,3,2021,0
1122,3,2021,1
1123,3,2021,-1
1124,3,2021,0
1125,3,2021,0
1126,3,2021,1
1127,3,2021,-1
1128,3,2021,0
1129,3,2021,0
1130,3,2021,1
1131,3,2021,1
1132,3,2021,-1
1133,3,2021,1
1134,3,2021,-1
1135,3,2021,1
1136,3,2021,1
1137,3,2021,1
1138,3,2021,1
1139,3,2021,1
1140,3,2021,-1
1141,4,2022,-1
1142,4,2022,1
1143,4,2022,-1
1144,4,2022,0
1145,4,2022,1
1146,4,2022,1
1147,4,2022,1
1148,4,2022,0
1149,4,2022,-1
1150,4,2022,-1
1151,4,2022,1
1152,4,2022,1
1153,4,2022,1
1154,4,2022,0
1155,4,2022,1
1156,4,2022,0
1157,4,2022,0
1158,4,2022,0
1159,4,2022,1
1160,4,2022,0
1161,4,2022,-1
1162,4,2022,1
1163,4,2022,0
1164,4,2022,1
1165,4,2022,-1
1166,4,2022,1
1167,4,2022,1
1168,4,2022,0
1169,4,2022,-1
1170,4,2022,1
1171,4,2022,1
1172,4,2022,0
1173,4,2022,1
1174,4,2022,1
1175,4,2022,1
1176,4,2022,1
1177,4,2022,-1
1178,4,2022,-1
1179,4,2022,-1
1180,4,2022,0
1181,4,2022,0
1182,4,2022,1
1183,4,2022,0
1184,4,2022,1
1185,4,2022,1
1186,4,2022,0
1187,4,2022,1
1188,4,2022,1
1189,4,2022,0
1190,4,2022,-1
1191,4,2022,0
1192,4,2022,1
1193,4,2022,1
1194,4,2022,0
1195,4,2022,0
1196,4,2022,-1
1197,4,2022,1
1198,4,2022,1
1199,4,2022,1
1200,4,2022,1
1201,4,2022,1
1202,4,2022,-1
1203,4,2022,0
1204,4,2022,1
1205,4,2022,-1
1206,4,2022,-1
1207,4,2022,1
1208,4,2022,1
1209,4,2022,0
1210,4,2022,-1
1211,4,2022,-1
1212,4,2022,0
1213,4,2022,-1
1214,4,2022,1
1215,4,2022,0
1216,4,2022,1
1217,4,2022,1
1218,4,2022,1
1219,4,2022,-1
1220,4,2022,1
1221,4,2022,1
1222,4,2022,1
1223,4,2022,1
1224,4,2022,1
1225,4,2022,-1
1226,4,2022,1
1227,4,2022,0
1228,4,2022,1
1229,4,2022,0
1230,4,2022,0
1231,4,2022,1
1232,4,2022,1
1233,4,2022,-1
1234,4,2022,-1
1235,4,2022,1
1236,4,2022,0
1237,4,2022,0
1238,4,2022,0
1239,4,2022,1
1240,4,2022,-1
1241,4,2022,0
1242,4,2022,1
1243,4,2022,1
1244,4,2022,1
1245,4,2022,1
1246,4,2022,1
1247,4,2022,0
1248,4,2022,1
1249,4,2022,1
1250,4,2022,1
1251,4,2022,1
1252,4,2022,-1
1253,4,2022,0
1254,4,2022,-1
1255,4,2022,-1
1256,4,2022,1
1257,4,2022,-1
1258,4,2022,0
1259,4,2022,1
1260,4,2022,1
1261,4,2022,0
1262,4,2022,-1
1263,4,2022,-1
1264,4,2022,1
1265,4,2022,1
1266,4,2022,1
1267,4,2022,-1
1268,4,2022,1
1269,4,2022,1
1270,4,2022,0
1271,4,2022,-1
1272,4,2022,1
1273,4,2022,-1
1274,4,2022,-1
1275,4,2022,-1
1276,4,2022,-1
1277,4,2022,1
1278,4,2022,1
1279,4,2022,-1
1280,4,2022,1
1281,4,2022,1
1282,4,2022,1
1283,4,2022,-1
1284,4,2022,-1
1285,4,2022,-1
1286,4,2022,-1
1287,4,2022,1
1288,4,2022,-1
1289,4,2022,0
1290,4,2022,-1
1291,4,2022,-1
1292,4,2022,-1
1293,4,2022,-1
1294,4,2022,1
1295,4,2022,1
1296,4,2022,-1
1297,4,2022,1
1298,4,2022,-1
1299,4,2022,-1
1300,4,2022,-1
1301,4,2022,1
1302,4,2022,0
1303,4,2022,0
1304,4,2022,-1
1305,4,2022,0
1306,4,2022,-1
1307,4,2022,1
1308,4,2022,0
1309,4,2022,-1
1310,4,2022,-1
1311,4,2022,1
1312,4,2022,0
1313,4,2022,-1
1314,4,2022,0
1315,4,2022,-1
1316,4,2022,-1
1317,4,2022,1
1318,4,2022,1
1319,4,2022,1
1320,4,2022,1
1321,4,2022,-1
1322,4,2022,1
1323,4,2022,1
1324,4,2022,1
1325,4,2022,1
1326,4,2022,1
1327,4,2022,-1
1328,4,2022,0
1329,4,2022,1
1330,4,2022,0
1331,4,2022,0
1332,4,2022,0
1333,4,2022,0
1334,4,2022,-1
1335,4,2022,1
1336,4,2022,1
1337,4,2022,0
1338,4,2022,1
1339,4,2022,-1
1340,4,2022,0
1341,4,2022,-1
1342,4,2022,1
1343,4,2022,1
1344,4,2022,1
1345,4,2022,1
1346,4,2022,0
1347,4,2022,1
1348,4,2022,1
1349,4,2022,1
1350,4,2022,0
1351,4,2022,0
1352,4,2022,0
1353,4,2022,0
1354,4,2022,1
1355,4,2022,1
1356,4,2022,-1
1357,4,2022,0
1358,4,2022,-1
1359,4,2022,1
1360,4,2022,1
1361,4,2022,-1
1362,4,2022,-1
1363,4,2022,0
1364,4,2022,-1
1365,4,2022,-1
1366,4,2022,1
1367,4,2022,-1
1368,4,2022,0
1369,4,2022,-1
1370,4,2022,1
1371,4,2022,1
1372,4,2022,0
1373,4,2022,-1
1374,4,2022,0
1375,4,2022,-1
1376,4,2022,1
1377,4,2022,-1
1378,4,2022,1
1379,4,2022,1
1380,4,2022,1
1381,4,2022,1
1382,4,2022,1
1383,4,2022,1
1384,4,2022,1
1385,4,2022,1
1386,4,2022,1
1387,4,2022,1
1388,4,2022,1
1389,4,2022,1
1390,4,2022,0
1391,4,2022,1
1392,4,2022,1
1393,4,2022,-1
1394,4,2022,1
1395,4,2022,0
1396,4,2022,-1
1397,4,2022,1
1398,4,2022,-1
1399,4,2022,0
1400,4,2022,1
1401,4,2022,0
1402,4,2022,1
1403,4,2022,-1
1404,4,2022,-1
1405,4,2022,1
1406,4,2022,0
1407,4,2022,0
1408,4,2022,0
1409,4,2022,-1
1410,4,2022,1
1411,4,2022,1
1412,4,2022,1
1413,4,2022,0
1414,4,2022,-1
1415,4,2022,1
1416,4,2022,1
1417,4,2022,0
1418,4,2022,1
1419,4,2022,1
1420,4,2022,0
1421,4,2022,-1
1422,4,2022,0
1423,4,2022,1
1424,4,2022,-1
1425,4,2022,1
1426,4,2022,-1
1427,4,2022,1
1428,4,2022,-1
1429,4,2022,-1
1430,4,2022,-1
1431,4,2022,1
1432,4,2022,-1
1433,4,2022,1
1434,4,2022,1
1435,4,2022,-1
1436,4,2022,0
1437,4,2022,1
1438,4,2022,-1
1439,4,2022,-1
1440,4,2022,1
1441,4,2022,-1
1442,4,2022,-1
1443,4,2022,1
1444,4,2022,-1
1445,4,2022,0
1446,4,2022,-1
1447,4,2022,0
